PIN,S_SEX,S_AGE,EDU,NATIVE_LANG,WHERE_RAISED,NSIDES,SIDE_DATA
88804,M,48,17,Spanish,Argentina,1,05706_B/m.o
88821,F,22,16,English,MN,3,06663_A/f.a;06948_A/f.a;07225_A/f.a
88824,F,51,14,English,CT,1,07548_B/f.a
88842,M,34,16,English,OH,2,09190_B/m.a;09223_A/m.a
88845,M,29,12,English,NA,2,11317_A/m.a;11336_B/m.a
88854,F,29,12,English,IL,2,06653_B/f.a;07482_A/f.a
88855,M,23,16,English,MA,3,05790_B/m.a;05830_B/m.a;09002_A/m.a
88870,M,29,13,English,CA,3,09512_A/m.a;09576_A/m.a;09650_B/m.a
88881,F,33,16,English,TX,1,03975_B/f.a
88910,M,38,19,English,IL,2,09471_A/m.a;09810_B/m.a
88923,F,39,18,English,CA,1,07730_B/f.a
88940,M,20,12,English,CA,2,10775_B/m.a;10892_B/m.a
88958,F,38,15,English,IN,2,07481_A/f.a;07521_B/f.a
88968,M,48,14,English,MA,3,09121_B/m.a;09122_B/m.a;09123_B/m.a
88969,F,22,14,English,CA,2,06785_B/f.a;07134_A/f.a
88977,M,44,17,English,PA,1,04828_A/m.a
88986,F,43,12,English,LA,3,02428_A/f.a;03231_A/f.a;04198_A/f.a
88994,F,52,14,English,WA,1,07299_B/f.a
89002,M,63,12,English,ME,3,05290_B/m.a;07566_A/m.a;07590_A/m.a
89005,M,20,12,Tigrinya,PA,3,04558_B/m.a;04718_B/m.a;07261_A/m.a
89008,F,24,12,English,OH,1,08223_A/f.a
89016,M,24,14,English,CA,2,02249_B/m.a;04126_A/m.a
89021,F,24,16,English,NY,2,02114_B/f.a;07148_A/f.a
89027,M,39,12,English,CO,3,04776_A/m.a;04945_A/m.a;04975_A/m.a
89049,F,50,12,Spanish,TX,2,01581_A/f.o;06209_B/f.o
89054,F,22,12,English,IN,2,03610_A/f.a;04325_A/f.a
89059,F,53,16,English,TX,1,10553_B/f.a
89063,F,23,12,NA,MD,3,03648_A/f.a;03902_A/f.a;03999_B/f.a
89079,F,52,16,English,TN,1,07147_A/f.a
89090,F,35,16,English,NH,2,01470_B/f.a;06125_A/f.a
89120,F,34,20,English,IA,3,04086_B/f.a;04246_A/f.a;04395_A/f.a
89126,F,31,15,English,Canada,2,04994_B/f.a;08959_B/f.a
89132,M,35,18,Russian,Russian Federation,1,05786_B/m.o
89135,M,66,14,English,CA,1,11499_A/m.a
89141,M,32,16,English,PA,2,09110_B/m.a;09210_B/m.a
89161,M,16,10,Gujarati,NJ,1,07303_B/m.a
89170,F,48,12,English,PA,3,01890_B/f.a;02041_A/f.a;02192_B/f.a
89172,M,40,18,English,IL,3,05519_A/m.a;05595_A/m.a;08209_B/m.a
89186,F,27,18,Korean,Japan,2,08588_B/f.o;09081_B/f.o
89205,F,56,12,English,KS,3,04290_A/m.a;04673_A/m.a;04852_A/m.a
89216,M,40,12,English,NY,3,05240_B/m.a;07411_A/m.a;07425_B/m.a
89242,M,50,13,NA,NA,2,10496_A/m.a;10623_B/m.a
89254,M,26,18,English,MI,3,05808_B/m.a;09812_B/m.a;10507_A/m.a
89255,M,25,17,English,NY,3,05512_A/m.a;05609_B/m.a;05641_A/m.a
89260,F,18,13,English,NY,1,04183_A/f.a
89263,M,21,16,English,NY,2,05503_A/m.a;11014_A/m.a
89271,F,24,17,English,CA,1,10203_A/f.a
89282,F,40,13,English,NJ,1,08518_A/f.a
89288,M,24,16,English,PA,1,11477_B/m.a
89303,M,26,12,English,NY,1,11674_A/m.a
89309,F,44,18,English,CO,2,09670_B/f.a;09773_B/f.a
89315,F,53,12,English,MO,3,03559_A/f.a;05012_B/f.a;06743_B/m.a
89321,M,41,12,English,NJ,1,05180_A/m.a
89324,F,26,16,English,OR,1,07922_B/f.a
89331,M,42,17,Vietnamese,CA,2,09695_A/m.o;09900_A/m.o
89335,M,27,14,English,IN,3,02226_A/m.a;02629_B/m.a;03702_A/m.a
89340,M,42,12,English,PA,3,02562_A/m.a;02649_B/m.a;02653_B/m.a
89343,F,39,18,English,MA,2,07245_B/f.a;07327_A/f.a
89346,F,54,14,English,WA,3,03165_B/m.a;03452_A/f.a;03676_B/f.a
89370,F,34,14,English,NC,1,07894_A/f.a
89381,F,27,12,English,GA,3,02191_B/f.a;02281_B/f.a;02471_A/f.a
89384,F,50,14,English,WI,2,04038_A/f.a;06027_A/f.a
89401,F,23,16,English,CA,1,11126_B/f.a
89403,F,19,12,English,NY,1,07018_B/f.a
89404,M,36,16,NA,NA,1,11461_B/m.a
89407,M,18,12,English,PA,1,11333_A/m.a
89431,M,37,16,English,NC,2,01918_A/m.a;05338_A/m.a
89453,F,21,16,English,GA,2,09503_B/f.a;09730_B/f.a
89456,M,30,16,English,CA,2,09139_A/m.a;09405_A/m.a
89464,F,18,12,English,NY,2,06681_A/f.a;08648_A/f.a
89513,F,32,15,English,IN,1,07396_A/f.a
89517,M,34,14,English,NJ,3,10798_B/f.a;10955_B/m.a;11280_A/f.a
89524,M,69,15,English,IL,3,05290_A/m.a;05332_B/m.a;07680_A/m.a
89529,F,32,16,English,CA,2,10161_A/f.a;10231_A/f.a
89538,F,26,20,English,CA,2,03379_A/f.a;03763_B/f.a
89543,M,28,12,English,FL,1,03777_A/m.a
89557,F,64,16,English,MD,3,04753_B/f.a;04991_B/f.a;06585_B/f.a
89562,F,51,10,English,NA,1,06032_A/f.a
89569,M,26,16,English,CA,1,09254_A/m.a
89575,M,58,15,NA,NA,1,10521_B/m.a
89604,F,39,14,English,NY,3,04260_B/f.a;04348_B/f.a;04591_B/f.a
89615,F,38,12,English,NY,3,04893_B/f.a;04930_B/f.a;06518_A/f.a
89623,F,50,12,English,NY,1,04289_A/f.a
89631,M,59,16,English,OH,2,05557_B/m.a;05663_A/m.a
89634,F,33,14,English,PA,2,07431_A/f.a;07504_B/f.a
89642,F,39,18,English,MO,1,04653_A/f.a
89648,F,39,16,English,MO,3,06408_B/f.a;06411_B/f.a;06414_A/f.a
89672,M,22,15,English,FL,3,04788_B/m.a;06733_B/m.a;08565_A/m.a
89683,F,31,16,English,PA,3,02353_B/f.a;02697_B/f.a;04604_B/f.a
89691,M,20,14,French,France,1,11440_A/m.o
89700,F,21,13,English,NY,1,08042_B/f.a
89714,F,45,16,English,MN,3,01709_B/f.a;01740_B/f.a;03008_B/f.a
89727,M,41,12,English,NJ,3,03489_A/m.a;03695_B/m.a;04169_B/m.a
89738,F,44,13,English,NE,3,02485_A/m.a;02589_B/f.a;02840_A/f.a
89740,F,60,14,English,CA,1,11636_A/f.a
89749,F,48,12,English,WI,3,03288_B/f.a;03548_A/f.a;03832_A/f.a
89755,F,30,12,English,CA,3,04714_B/f.a;04791_B/f.a;07030_B/f.a
89757,M,33,14,English,TX,2,04829_A/m.a;05255_A/m.a
89758,M,20,14,English,IL,1,11257_A/m.a
89766,F,46,12,English,CA,2,02175_B/f.a;02292_A/f.a
89768,F,59,18,English,IL,3,08190_B/f.a;08192_B/f.a;08193_B/f.a
89776,F,32,16,English,NY,2,08999_B/f.a;09195_B/f.a
89779,M,21,13,English,CA,1,08992_B/m.a
89782,M,49,16,English,GA,2,03653_A/m.a;03913_B/m.a
89788,M,50,16,English,NY,1,08376_B/m.a
89818,M,51,14,English,IN,4,03051_B/m.a;03588_A/m.a;04836_A/m.a;05196_A/m.a
89822,M,17,11,English,ID,3,05806_A/m.a;05839_B/m.a;08954_B/m.a
89856,F,20,15,English,OH,3,06272_A/f.a;06818_B/f.a;07712_B/f.a
89865,F,44,17,English,TX,3,06148_B/f.a;06426_A/f.a;06865_A/f.a
89884,F,39,16,English,OK,3,03195_B/f.a;05980_B/f.a;06505_A/f.a
89892,M,38,16,English,NY,2,09249_A/m.a;09255_B/m.a
89898,F,33,12,English,CA,1,05131_B/f.a
89914,M,32,14,English,OR,2,08263_A/m.a;08504_A/m.a
89926,M,42,15,NA,NA,4,10898_A/m.a;10934_A/m.o;10954_A/m.a;11265_B/m.o
89931,F,40,17,English,MN,2,06896_A/f.a;07132_A/f.a
89950,M,42,17,English,NY,2,08537_B/m.a;08982_A/m.a
89974,F,57,12,English,NC,1,07248_B/f.a
89983,F,16,12,English,LA,1,08614_A/f.a
90018,M,57,16,Spanish,MA,2,04631_B/m.a;05870_B/f.a
90024,M,30,12,English,NY,3,05252_A/m.a;05289_A/m.a;05352_B/m.a
90032,M,30,18,English,CA,2,05215_B/m.a;05301_B/m.a
90038,M,41,12,English,TN,3,02152_A/m.a;02192_A/m.a;02358_B/f.a
90054,M,23,15,English,NV,2,05824_A/m.a;09830_A/m.a
90060,M,20,14,English,MI,1,09480_A/m.a
90076,M,29,17,Korean and English,WI,2,05211_B/m.a;05233_B/m.a
90087,M,44,17,English,FL,2,03008_A/f.a;03470_A/m.a
90101,F,44,12,English,PA,2,06327_A/f.a;06487_A/f.a
90109,F,42,16,English,OH,1,01661_A/f.a
90117,F,27,15,English,OH,3,03475_A/f.a;03721_B/f.a;03963_B/f.a
90128,M,18,13,Russian,NY,3,05492_B/m.a;05518_A/m.o;08353_A/m.a
90130,M,40,15,English,Canada,1,11396_A/m.a
90139,F,50,18,English,NJ,3,04522_B/f.a;04652_B/f.a;06074_B/f.a
90145,F,28,12,English,VA,2,02421_A/f.a;04345_B/f.a
90148,M,50,19,English,SC,2,01818_A/m.a;01989_A/m.a
90158,M,26,16,English,ME,2,05360_B/m.a;05765_A/m.a
90161,F,56,16,English,MN,2,07191_B/f.a;08177_A/f.a
90169,F,48,12,English,IA,2,02274_A/f.a;03888_B/f.a
90186,M,39,14,NA,NA,3,08397_B/m.a;09156_A/m.a;11060_B/m.a
90205,M,48,12,English,PA,3,03930_B/m.a;04168_A/m.a;04506_A/m.a
90208,F,27,16,English,PA,3,02568_B/f.a;07102_A/f.a;07139_B/m.a
90211,F,40,12,English,MD,3,07145_A/f.a;07417_B/f.a;07697_B/f.a
90213,F,31,18,English,South Africa,2,03035_A/f.o;08214_A/f.o
90216,M,28,12,English,WI,2,05226_B/m.a;05282_A/m.a
90243,M,20,14,English,FL,1,09748_A/m.a
90257,M,33,15,English,TX,3,04306_B/m.a;04517_B/m.a;04605_A/f.a
90274,F,55,13,English,TN,3,06364_B/f.a;06765_A/f.a;06911_A/f.a
90277,F,23,15,English,LA,1,07389_B/f.a
90285,F,71,12,English,MA,2,08756_A/f.a;09112_B/f.a
90288,M,24,15,Finnish,Finland,2,09248_A/m.o;09421_A/m.o
90290,M,25,18,English,MN,3,05120_A/m.a;05133_A/m.a;05195_B/m.a
90293,F,51,20,English,FL,3,08349_A/f.a;08576_A/f.a;08778_B/f.a
90296,F,21,14,English,NJ,1,08354_A/f.a
90301,M,41,16,English,NY,3,02327_B/m.a;02405_A/m.a;02723_A/m.a
90304,M,35,16,English,MA,3,05474_A/m.a;05804_A/m.a;08015_B/m.a
90310,M,39,13,English,PA,1,09246_B/m.a
90312,F,33,15,English,GA,2,05988_A/f.a;07720_A/f.a
90335,M,50,21,English,NY,3,09839_A/m.a;09924_A/m.a;10146_A/m.a
90365,M,23,12,Marathi and Hindi,India,2,11001_A/m.o;11260_A/m.o
90367,F,18,12,Gujarati,TX,3,01504_B/f.a;01510_A/f.a;06092_B/f.a
90368,M,20,14,English,CA,1,09367_A/m.a
90381,M,32,18,English,PA,2,02034_A/m.a;04000_A/m.a
90386,F,23,16,English,CA,2,03515_B/f.a;08081_A/f.a
90389,F,29,20,English,TX,1,03433_B/f.a
90392,M,40,16,English,LA,1,05716_B/m.a
90400,M,19,12,English,TX,2,04894_A/m.a;05034_B/m.a
90403,F,24,14,English,CA,3,06439_A/f.a;06441_B/f.a;06442_B/f.a
90405,M,39,14,English,PA,3,09833_B/m.a;09908_B/m.a;09941_B/m.a
90414,M,18,9,English,NY,2,03073_B/f.a;03295_B/f.a
90426,M,29,12,Chinese,China,1,10552_A/m.o
90428,F,39,16,English,IL,2,06298_A/f.a;08555_A/f.a
90429,F,23,12,English,SC,1,11468_B/f.a
90436,M,24,16,English,TX,3,03283_A/m.a;03800_A/m.a;04179_A/m.a
90444,F,32,16,English,IL,1,02580_B/f.a
90455,F,42,13,English,NY,2,02774_B/f.a;03571_B/f.a
90457,M,23,15,English,MI,2,10541_B/m.a;11195_A/m.a
90469,F,33,17,English and Tagalog,CA,2,02901_B/f.a;04201_A/f.a
90474,F,50,14,English,KY,3,06557_B/f.a;06778_A/f.a;06921_B/f.a
90507,M,32,12,English,CA,2,04412_A/m.a;04891_B/m.a
90512,F,35,16,English,MI,2,10161_B/f.a;10257_B/f.a
90549,F,21,12,English,WA,2,05045_B/f.a;06908_A/f.a
90562,M,44,14,English,MI,3,02011_A/m.a;04963_A/m.a;06560_B/m.a
90570,F,46,12,English,FL,1,10304_B/f.a
90573,F,51,12,English,Trinidad/Tobago,2,11613_B/f.o;11642_B/f.o
90576,M,28,16,English,OH,2,10716_A/m.o;11248_A/m.a
90618,M,57,18,English,MO,3,10135_A/m.a;10219_A/m.a;10244_B/m.a
90622,M,31,14,English,TX,1,11457_A/m.a
90623,F,32,12,English,NY,1,01487_B/f.a
90625,F,61,18,English,NY,3,04651_A/f.a;06326_B/f.a;06456_A/f.a
90628,M,29,12,English,CA,3,11524_A/m.a;11574_B/m.a;11600_A/m.a
90631,M,33,12,Hungarian,Hungary,3,02386_B/m.o;03688_A/m.o;04305_B/m.o
90647,F,49,13,English,OH,1,07822_A/f.a
90661,M,19,14,English,NY,1,09496_B/m.a
90675,M,28,14,English,OH,3,05619_B/m.a;08390_A/m.a;08485_B/m.a
90683,F,21,15,English,NY,1,02531_B/f.a
90686,M,49,20,English,NA,2,02571_B/m.a;02655_A/m.a
90689,F,46,12,English,NY,1,11473_B/f.a
90698,M,37,17,English,CA,3,09301_A/m.a;09713_A/m.a;09824_A/m.a
90710,F,35,14,English,MD,1,11680_B/f.a
90711,M,24,17,English,NY,2,08181_A/f.a;08278_A/m.a
90733,F,39,17,English,VA,3,01838_B/f.a;06771_B/f.a;07652_A/f.a
90744,M,19,13,NA,MI,1,11395_B/m.a
90752,M,33,17,German,Germany,3,05221_A/m.o;07412_B/m.o;07437_B/m.o
90753,F,25,18,Hindi,United Arab Emirates,1,09131_B/f.o
90768,F,20,12,English,CA,1,08023_A/f.o
90785,F,47,17,English,NY,3,02520_B/f.a;02617_B/f.a;03959_A/f.a
90790,M,46,14,English,NY,1,05478_B/m.a
90792,F,37,14,English,PA,3,10348_B/f.a;10377_B/f.a;10434_A/f.a
90807,F,26,16,English,CA,1,02693_A/f.a
90812,M,20,12,English,MI,3,05511_A/m.a;08459_B/m.a;09358_B/m.a
90826,F,36,15,English,MI,2,06129_B/f.a;08038_B/f.a
90834,M,37,20,English,Israel,1,04420_B/m.a
90835,M,50,12,English,CA,1,11393_B/m.a
90862,F,20,14,English,CA,2,03493_B/f.a;04126_B/f.a
90867,F,28,17,English,MO,3,01818_B/f.a;08365_A/f.a;08793_B/f.a
90870,F,25,19,English,NY,1,01832_B/f.a
90875,F,35,14,English,NY,2,04843_B/m.a;04920_B/m.a
90889,F,25,12,English,CA,1,04797_B/f.a
90890,M,34,12,English,CA,1,09229_B/f.a
90892,M,42,12,Creole,Haiti,3,05053_A/m.o;05152_A/m.o;05356_A/m.o
90895,M,24,16,English,NY,2,08626_B/m.a;11429_A/m.a
90903,F,38,14,English,NY,1,03027_B/f.a
90917,F,58,15,English,NY,3,06220_A/f.a;06524_A/f.a;06749_A/f.a
90930,F,61,12,English,PA,3,01484_B/f.a;01486_A/f.a;01789_A/f.a
90939,M,56,14,English,MI,3,05205_A/m.a;05315_A/m.a;07460_A/m.a
90963,M,48,12,English,CA,1,11329_B/m.a
90976,M,26,16,English,TN,1,11630_A/m.a
90991,F,28,15,English,NY,2,04417_A/f.a;06771_A/f.a
91002,F,43,18,English,MI,1,03823_B/f.a
91006,M,21,15,English,NY,1,09942_B/m.o
91021,M,26,16,English,NJ,2,05184_B/m.a;05297_B/m.a
91032,F,34,14,English,WA,1,07518_A/f.a
91037,M,50,12,English,NY,3,05079_A/m.a;06797_B/m.a;06939_B/m.a
91054,F,27,14,English,NC,3,04069_B/f.a;04984_B/f.a;06858_B/f.a
91057,F,32,16,English,NY,3,06395_B/f.a;06579_A/f.a;06776_B/f.a
91058,F,34,18,English,CA,1,10985_A/f.a
91062,F,42,12,English,CA,2,06521_A/f.a;09068_B/f.o
91065,F,18,11,English,CA,3,01496_B/f.a;01503_A/f.a;03974_B/f.a
91073,M,32,18,English,PA,3,03622_A/m.o;04138_A/m.a;04847_A/m.a
91087,M,51,14,English,CA,1,03758_B/m.a
91088,M,21,12,English,LA,2,10066_A/f.a;10096_B/f.a
91095,M,27,16,English,NJ,3,09677_B/m.a;09896_B/m.a;10220_A/m.a
91106,F,59,16,English,TX,3,02093_A/f.a;02187_B/f.a;02479_A/f.a
91114,M,44,14,English,PA,2,05166_A/m.a;07072_A/m.a
91122,M,65,12,NA,NA,2,10712_A/m.a;10947_B/m.a
91131,M,37,12,English,TX,3,11276_A/m.a;11304_A/m.a;11346_A/m.a
91136,M,36,16,English,CT,2,08024_B/f.a;08086_A/f.a
91137,M,43,16,English,WI,2,10687_A/m.a;10727_B/m.a
91142,F,46,14,English,NY,3,07541_A/f.a;07860_A/f.a;08776_B/f.a
91156,F,37,14,English,IL,2,07009_B/f.a;07416_A/f.a
91166,F,29,12,English,PA,3,02505_B/f.a;02604_A/f.a;02623_B/f.a
91174,M,25,18,Urdu,Pakistan,1,11401_A/m.o
91183,M,21,16,English,TX,2,05232_B/m.a;07388_B/m.a
91191,F,23,16,English,NY,1,08283_B/f.a
91202,M,46,17,English,NY,3,02656_B/m.a;04617_B/m.a;07807_A/m.o
91205,F,30,14,English,TN,3,01496_A/f.a;01827_B/f.a;05961_A/f.a
91221,F,45,16,English,PA,2,02881_B/f.a;03142_A/f.a
91230,M,19,14,English,TX,2,03468_B/m.a;04509_B/m.a
91238,F,54,14,English,MI,2,07524_B/f.a;07694_B/f.a
91274,M,39,16,English,AZ,1,05388_A/m.a
91326,M,43,12,English,MN,3,09976_A/m.a;10010_B/m.a;10036_A/m.a
91334,F,47,16,English,RI,3,01900_B/f.a;02024_B/f.a;02166_B/f.a
91359,F,48,12,NA,CA,2,04890_B/f.a;06365_B/f.a
91372,F,36,17,English,IA,2,01969_B/f.a;02352_B/f.a
91375,F,44,16,English,MD,2,10783_B/f.a;10855_B/m.a
91392,F,54,16,English,PA,3,02929_B/m.a;02998_B/m.a;03718_B/m.a
91406,M,49,14,English,NY,4,10366_B/m.a;10722_A/m.a;10756_B/m.a;11179_A/m.a
91425,M,47,14,English,CA,2,05016_B/m.a;05123_B/m.a
91433,M,53,19,English,NY,2,02547_A/m.a;04177_A/m.a
91436,F,40,20,English,MO,2,06083_A/f.a;08008_A/f.a
91441,F,54,12,English,OH,3,01886_B/f.a;04211_B/f.a;05124_A/m.a
91442,M,43,18,English,NY,3,10454_A/m.a;10535_B/m.a;11204_A/m.a
91449,M,17,12,Farsi,CA,3,09852_B/m.a;09883_A/m.a;09924_B/m.a
91466,F,35,16,English,CA,2,04041_B/f.a;04342_A/f.a
91496,M,46,12,English,IA,2,04675_A/m.a;05143_B/m.a
91499,F,22,16,English,NY,3,04865_B/f.a;06614_A/f.a;07100_A/f.a
91507,F,43,15,English,Canada,3,07767_B/f.a;08014_B/m.a;08184_B/f.a
91515,M,39,18,English,CA,2,04039_B/m.a;04040_A/m.a
91522,M,36,19,English,CA,2,09607_A/m.a;09724_B/m.a
91524,F,36,18,English,NY,3,02299_B/f.a;02385_A/f.a;03580_A/f.a
91525,M,42,16,English,OK,2,10288_A/m.a;10316_B/m.a
91529,M,43,13,English,CA,2,04419_B/m.a;04716_A/m.a
91537,F,32,12,English,NY,3,07646_B/f.a;07952_B/f.a;08360_A/f.o
91543,F,22,12,English,MA,3,01967_A/f.a;02140_B/f.a;02751_A/f.a
91552,M,22,15,English,NY,3,05825_B/m.a;08884_B/m.a;11046_A/m.a
91559,F,20,13,English,WA,2,07873_A/f.a;08497_B/f.a
91578,M,24,12,English,IL,2,02160_A/m.o;02356_B/m.o
91581,F,32,16,English,UT,2,04100_A/f.a;08493_B/f.a
91598,F,41,20,NA,NA,3,08722_B/f.a;09084_B/f.a;11085_A/f.a
91603,F,47,12,English,CA,3,06784_A/f.a;06843_A/f.a;06887_B/f.a
91604,M,58,19,English,CA,2,09203_A/m.a;09289_A/m.a
91622,F,47,16,English,TN,3,06201_B/f.a;06687_B/f.a;07017_B/f.a
91626,M,31,16,Hindi,India,2,11595_A/m.o;11628_B/m.o
91642,F,23,14,English,WI,3,03427_B/f.a;03634_A/f.a;07286_B/f.a
91644,F,50,16,English,WV,3,02317_A/f.a;02734_A/f.a;06434_B/f.a
91672,F,32,14,English,MT,2,03940_B/f.a;08521_B/f.a
91686,F,30,16,English,LA,1,01905_A/f.a
91710,F,38,12,English,NJ,3,07962_B/f.a;08050_A/f.a;08386_A/f.a
91719,M,42,22,English,MN,3,04759_A/m.a;04939_A/m.a;04979_B/m.a
91721,F,52,18,English,NJ,2,03522_B/f.a;05976_B/f.a
91738,F,32,12,English,CA,1,07583_A/f.a
91741,M,23,17,English,TX,1,08738_B/m.a
91757,F,32,12,English,FL,1,07769_A/f.a
91766,M,47,18,English,MD,3,10134_B/m.a;10141_A/m.a;10371_A/m.a
91798,F,56,16,English,NA,3,02746_B/f.a;03176_A/f.a;06161_A/f.a
91806,M,20,13,English,NV,2,11578_A/m.a;11609_A/m.a
91815,F,52,14,English,CA,1,06719_A/f.a
91823,F,24,16,English,FL,3,01922_A/f.a;02111_B/f.a;06490_A/f.a
91826,F,24,12,English,AL,3,07808_A/f.a;07945_A/f.a;08989_B/f.a
91842,F,38,15,English,TX,1,03474_B/f.a
91853,F,34,15,English,NY,1,03769_B/f.a
91859,M,19,13,English,TX,2,02952_B/m.a;03484_A/m.a
91861,F,29,16,English,AL,2,04376_A/f.a;06247_A/f.a
91886,M,55,14,English,AL,3,04107_B/f.a;04248_A/f.a;04460_B/f.a
91889,F,55,15,English,MN,2,09660_B/f.a;10139_A/f.a
91892,M,22,14,English,NY,2,05116_A/m.a;08182_A/m.a
91925,F,36,14,English,MD,1,09849_B/f.a
91944,F,43,14,English,CA,2,06105_B/f.a;06289_B/f.a
91964,M,21,16,English,MI,1,09580_A/m.a
91967,M,51,18,English,PA,3,05803_B/m.a;08871_A/f.a;09588_B/m.a
91974,M,27,17,Hindi,India,3,05628_B/m.o;05677_A/m.o;08566_B/m.o
91986,F,58,14,English,FL,2,09094_B/f.a;09173_B/f.a
91999,F,39,12,English,DC,3,04842_B/f.a;05095_A/m.a;08149_A/f.a
92001,F,54,15,English,OR,2,08063_A/f.a;08677_A/f.a
92007,M,44,18,English,DC,3,04459_A/m.a;04537_B/m.a;04836_B/m.a
92013,M,25,12,English,CO,2,10906_A/m.a;11346_B/m.a
92018,F,53,13,English,NY,1,03650_B/f.a
92021,F,31,12,English,FL,2,02182_B/f.a;02493_B/f.a
92032,F,25,16,English,NJ,1,01577_A/f.a
92038,M,25,12,English,FL,1,10048_A/m.a
92040,F,31,12,English,NA,2,01809_B/f.a;06250_A/f.a
92044,M,40,12,NA,NA,1,10881_A/m.a
92045,F,49,14,English,CA,3,04921_B/f.a;06413_B/f.a;06460_B/f.a
92053,M,21,15,English,NY,1,09504_B/m.a
92074,M,20,12,Spanish,Argentina,1,09582_B/m.a
92076,M,23,16,English,MD,3,07456_B/m.a;07495_A/m.a;07539_B/m.a
92081,NA,NA,NA,NA,NA,2,07347_A/f.a;10519_A/f.a
92105,M,44,19,English,Canada,1,10096_A/m.a
92120,M,44,16,English,PA,2,09262_A/m.a;09426_A/m.a
92125,F,53,16,English,PA,2,02455_B/f.a;03978_A/f.a
92126,M,39,16,English,MD,2,09351_B/m.a;09391_B/m.a
92133,F,54,13,English,WA,3,02094_B/f.a;03225_A/f.a;06892_A/f.a
92144,M,33,16,English,CA,2,09300_A/m.a;09869_A/m.a
92150,M,23,16,Marathi,India,2,10789_B/m.o;10793_B/m.o
92154,F,28,12,English,NY,3,09591_B/f.a;09595_B/f.a;09614_B/f.a
92157,M,31,17,English,GA,1,09188_B/m.a
92160,M,22,12,English,MI,2,10865_A/m.a;10909_B/m.a
92161,F,37,16,English,MI,3,04612_B/f.a;06055_B/f.a;06211_A/f.a
92163,M,30,16,English,CA,2,10562_B/m.a;10587_A/m.a
92175,M,60,18,English,DE,4,09406_A/m.a;09570_B/m.a;09616_A/m.a;09777_B/m.a
92178,M,22,16,English and Hindi,India,3,11230_B/m.o;11254_A/m.a;11290_A/m.o
92181,F,46,11,English,NY,3,09611_B/m.a;09706_B/f.a;11108_B/f.a
92210,F,36,16,Spanish,NY,3,08193_A/f.o;08197_B/f.o;08233_B/f.o
92227,M,32,18,English,PA,1,10803_A/m.a
92229,F,53,12,English,FL,2,08273_A/f.a;08797_B/f.a
92240,F,50,14,English,IN,2,02007_B/f.a;02082_B/f.a
92254,M,40,16,English,Canada,3,09085_B/m.a;09169_B/m.a;10324_A/m.a
92260,M,28,15,English,PA,2,03443_B/m.a;05057_A/m.a
92271,F,52,15,English,NJ,1,06955_A/f.a
92273,F,36,14,English,NY,2,03166_A/f.a;07149_A/f.a
92295,F,43,12,English,NY,3,04180_A/f.a;05981_B/f.a;06735_B/f.a
92326,M,33,14,English,OH,1,04296_A/m.a
92331,F,50,16,English,NY,1,10480_B/f.a
92337,F,42,14,English,NY,1,08307_B/f.a
92340,M,22,16,English,NY,1,10937_A/m.a
92348,F,37,16,English,WV,1,07183_A/m.a
92350,F,33,19,English,KS,2,02273_A/f.a;03375_B/f.a
92353,F,28,12,English,IL,1,01792_A/f.a
92364,F,34,16,English,IL,1,08305_B/f.a
92367,F,22,13,English,MD,2,08933_B/f.a;09299_B/f.a
92372,M,34,12,English,WA,1,06765_B/m.a
92375,F,50,18,English,NY,1,08297_A/f.a
92389,M,24,14,English,OH,2,05197_A/m.a;05299_B/m.a
92397,M,20,15,English,CA,2,01855_B/m.a;04589_B/m.a
92422,F,44,17,English,IL,3,10699_A/f.a;11296_A/f.a;11385_B/f.a
92438,M,37,14,English,CO,3,05121_A/m.a;05158_B/m.a;05324_A/m.a
92456,M,34,11,English,NY,1,11562_B/m.a
92480,F,57,16,English,NY,1,10749_A/f.a
92485,F,31,26,Chinese,China,2,07307_B/f.o;08659_A/f.o
92488,F,52,16,English,CA,3,01806_A/f.a;01849_B/f.a;06458_A/f.a
92499,F,43,17,English,NY,3,04131_A/f.a;05924_A/f.a;06123_A/f.a
92504,F,28,20,English,NJ,1,01690_B/f.a
92521,F,27,21,English,FL,1,07898_A/f.a
92523,M,66,18,English,OH,2,10962_A/m.a;11256_B/m.o
92540,F,46,16,English,NY,3,08403_A/f.a;08481_A/f.a;08597_B/f.a
92547,M,26,16,English,Mexico,3,09193_B/m.a;09373_A/m.a;09436_A/m.a
92565,F,37,15,English,NY,1,08523_A/f.a
92575,M,21,15,English,IN,1,05763_A/m.a
92584,F,35,20,Bengali,India,3,06801_A/f.o;06948_B/f.o;07111_A/f.o
92608,M,35,14,English,CA,3,02625_B/m.o;03671_B/m.a;03960_B/m.a
92611,M,21,13,English,CA,3,09306_B/m.a;09488_B/m.a;09526_B/m.a
92630,F,38,13,English,Canada,3,03331_B/f.a;03751_B/f.a;10925_A/f.a
92642,M,29,16,English,CA,3,11587_B/m.a;11612_A/m.a;11690_B/m.a
92647,F,22,12,English,WI,1,10518_B/f.a
92652,F,26,14,English,OH,3,02992_B/f.a;03113_B/f.a;03310_A/f.a
92654,M,40,14,English,MO,1,11425_B/m.a
92657,M,20,14,English,Canada,1,09555_A/m.a
92672,F,32,15,English,NJ,3,04134_B/f.a;04598_B/f.a;06066_B/f.a
