CALL_ID,DATE_TIME,TOPICID,SIG_GRADE,CNV_GRADE,APIN,ASX.DL,APHNUM,APHSET,APHTYP,BPIN,BSX.DL,BPHNUM,BPHSET,BPHTYP
04676,20030519_21:11:58,ENG15,4,4,31346,f.a,608882bck,4,2,54582,m.a,917282qrr,2,1
04677,20030519_21:14:03,ENG15,4,3.5,42717,m.a,718892snw,4,3,47441,m.a,202236lnx,1,1
04678,20030519_21:20:18,ENG15,4,2,94550,m.a,719392shm,4,2,49179,f.a,219613pjw,4,1
04679,20030519_21:32:34,ENG15,4,3.5,96882,m.a,585802trg,4,1,80795,m.o,201995uiw,1,2
04680,20030519_21:42:19,ENG15,4,4,52179,m.a,no_APHNUM,4,2,49179,f.a,no_BPHNUM,4,1
04681,20030519_21:53:13,ENG15,4,4,58419,f.o,718345oij,4,3,99692,m.a,215462ube,4,3
04682,20030519_22:09:46,ENG15,4,4,51558,m.a,323650nph,4,3,84649,m.a,209765phs,4,1
04683,20030519_22:11:11,ENG15,4,3,12919,m.a,502955xnj,2,2,81548,m.o,718665nlk,4,3
04684,20030519_22:14:03,ENG15,4,2.5,72328,m.o,732463urh,4,2,42884,f.a,no_BPHNUM,4,3
04685,20030519_22:21:07,ENG15,4,2.5,85242,m.a,337433kqw,4,3,77063,m.a,419496gdy,4,1
04686,20030519_22:23:58,ENG15,4,4,17256,m.a,917406nqs,3,1,32810,m.a,215232imu,4,2
04687,20030519_22:24:08,ENG15,4,4,60050,m.a,703824brx,4,3,43321,f.a,714557mnf,4,2
04688,20030519_22:31:36,ENG15,4,4,7507,f.a,404827fbj,4,3,13122,m.a,no_BPHNUM,4,2
04689,20030519_23:08:50,ENG15,4,4,76101,m.a,619285edl,1,3,71083,m.a,323663vmx,4,3
04690,20030520_00:16:21,ENG15,4,3,96712,f.a,480755nop,4,2,43722,m.a,909985epn,4,2
04691,20030520_01:07:10,ENG15,4,4,94627,f.a,510665yrx,4,2,31390,m.a,714952mqp,3,3
04692,20030520_11:19:15,ENG16,4,4,6968,m.a,no_APHNUM,4,1,40305,f.a,no_BPHNUM,4,2
04693,20030520_12:56:34,ENG16,4,2.5,46499,m.a,no_APHNUM,,,51399,f.a,no_BPHNUM,,
04694,20030520_13:05:11,ENG16,4,4,76181,m.a,909860yge,4,2,53269,m.a,310453oib,4,2
04695,20030520_14:07:38,ENG16,4,4,70770,m.a,508864flv,4,1,3103,f.a,901751wnd,4,2
04696,20030520_14:09:29,ENG16,4,3,41407,m.o,770941tmc,3,3,14888,m.a,813258hbp,4,2
04697,20030520_14:16:11,ENG16,4,4,76695,m.a,610703uqu,4,1,28053,m.a,703516rrq,4,2
04698,20030520_14:20:16,ENG16,4,4,26913,m.a,905383jdt,4,2,11974,f.a,952873dmv,4,2
04699,20030520_14:24:50,ENG16,4,4,7789,m.a,704609mgj,4,1,22521,m.a,617873sep,4,3
04700,20030520_14:28:48,ENG16,4,4,8767,m.o,919392irn,4,3,99700,f.a,no_BPHNUM,4,3
04701,20030520_14:33:01,ENG16,4,4,70628,m.o,443919nmj,4,2,79661,f.a,no_BPHNUM,4,3
04702,20030520_14:42:56,ENG16,4,4,6073,m.a,717379enn,4,1,14232,f.a,616827ujn,4,2
04703,20030520_14:44:02,ENG16,3.5,3.5,63789,f.a,315622jmc,4,2,63352,m.a,757890orx,4,2
04704,20030520_15:09:50,ENG16,4,4,72959,f.a,317706kbr,4,2,95789,m.a,310979yid,4,2
04705,20030520_15:13:06,ENG16,4,3.5,26435,m.a,316806hhy,4,1,40926,f.a,no_BPHNUM,2,2
04706,20030520_15:19:03,ENG16,4,4,77175,m.a,630668qng,2,3,72646,m.a,215474tbo,4,2
04707,20030520_15:43:45,ENG16,4,4,44727,m.a,501374mho,4,3,8842,f.a,423614bcp,4,2
04708,20030520_15:57:36,ENG16,4,2,77351,f.a,no_APHNUM,,,25441,m.a,818501qps,,
04709,20030520_16:10:38,ENG16,4,4,19549,m.a,586634dgv,4,1,69087,m.a,no_BPHNUM,4,1
04710,20030520_16:12:30,ENG16,4,4,14342,m.a,202616tfm,4,3,22172,m.a,404429mom,4,1
04711,20030520_16:13:53,ENG16,4,4,20220,m.a,602231pim,4,3,46900,m.a,561451vgn,4,3
04712,20030520_17:00:12,ENG16,4,4,48905,m.a,414347yrk,4,3,60748,f.a,718547fmw,4,3
04713,20030520_17:10:02,ENG16,4,4,42176,m.a,805492bjy,4,3,30085,m.a,310392rrs,4,2
04714,20030520_17:11:21,ENG16,4,4,69087,m.a,323854fmr,4,1,89755,f.a,916780vgt,4,2
04715,20030520_17:17:18,ENG16,4,4,85173,m.a,404206hie,2,3,75753,f.a,203913cfl,4,1
04716,20030520_17:21:31,ENG16,4,3.5,91529,m.a,818982dqv,4,3,36298,m.a,650834pcb,4,1
04717,20030520_17:37:35,ENG16,4,4,36595,f.a,718332jlm,2,2,69087,m.a,no_BPHNUM,4,1
04718,20030520_18:08:54,ENG16,4,3.5,98959,m.a,601209hso,4,1,89005,m.a,323342lbs,4,2
04719,20030520_18:09:28,ENG16,4,4,76398,m.a,609926fdh,4,3,79798,f.a,816537bik,4,2
04720,20030520_18:14:08,ENG16,4,3,79581,m.a,732842wjw,4,2,34425,f.o,972479lev,2,2
04721,20030520_18:17:33,ENG16,4,3.5,62572,m.a,636464oie,4,3,37965,m.a,810869eho,4,1
04722,20030520_18:21:51,ENG16,4,3,41407,f.a,770941tmc,4,2,11744,m.a,601906doy,4,1
04723,20030520_18:29:10,ENG16,4,3.5,95020,f.a,814322ojp,4,2,53055,m.a,718763ipp,4,2
04724,20030520_19:00:09,ENG16,4,4,2185,f.o,732302lds,4,3,23109,m.a,no_BPHNUM,4,2
04725,20030520_19:03:59,ENG16,4,4,17239,f.a,207498ymm,4,2,71438,m.a,216470lim,4,1
04726,20030520_19:07:19,ENG16,4,4,67538,m.a,570204nqj,4,1,56211,f.a,no_BPHNUM,4,3
04727,20030520_19:07:58,ENG16,4,4,33299,m.a,616459jcx,4,2,77192,m.a,773491nqb,4,1
04728,20030520_19:12:18,ENG16,4,4,39393,m.a,202635vfv,4,3,21368,f.o,no_BPHNUM,4,3
04729,20030520_19:14:25,ENG16,4,3,46955,m.a,973283djp,4,3,57257,f.a,404409dfc,4,1
04730,20030520_19:16:08,ENG16,4,4,65739,m.a,215387upv,4,2,85286,m.a,563964jfm,4,2
04731,20030520_19:18:45,ENG16,4,4,17039,m.a,207667lcj,4,2,54046,m.a,no_BPHNUM,4,1
04732,20030520_19:42:25,ENG16,4,4,20873,f.a,707664vgc,4,3,11016,m.a,206286hph,4,3
04733,20030520_19:45:04,ENG16,4,4,3809,f.a,702696rbr,4,3,21755,m.a,646312mcb,4,3
04734,20030520_19:51:29,ENG16,4,4,8684,f.a,808572vkt,4,2,52179,m.a,no_BPHNUM,4,2
04735,20030520_20:07:48,ENG16,4,4,31665,m.a,404449tpl,1,1,20601,f.a,215937der,4,3
04736,20030520_20:10:09,ENG16,4,4,77986,m.a,626483tif,4,1,11332,f.a,715723lcw,4,1
04737,20030520_20:11:18,ENG16,4,4,25441,m.o,818501qps,4,2,43722,m.a,909985epn,4,2
04738,20030520_20:13:36,ENG16,4,4,36004,m.a,215727fpq,4,3,37880,m.a,267879oqb,4,1
04739,20030520_20:14:48,ENG16,4,4,2921,m.a,317577cbr,4,3,13702,m.a,415285lim,4,3
04740,20030520_20:29:21,ENG16,4,4,6523,f.a,704545rmv,4,2,99692,m.a,no_BPHNUM,4,3
04741,20030520_20:52:06,ENG16,4,4,82715,m.a,609822qlb,4,2,37842,f.a,812849dkx,4,3
04742,20030520_21:10:13,ENG16,4,3,58444,m.a,718680nfr,4,2,19159,f.a,818227prk,4,2
04743,20030520_21:12:25,ENG16,4,4,34007,m.o,917202oot,2,1,73923,m.a,310915oen,4,1
04744,20030520_21:16:10,ENG16,4,4,42980,f.a,215806khe,4,1,74028,m.a,301385klk,4,1
04745,20030520_21:23:09,ENG16,4,4,21093,f.a,908309gls,4,1,42176,m.a,805492bjy,4,3
04746,20030520_22:03:18,ENG16,4,4,15462,m.a,202398ior,4,2,12112,f.a,no_BPHNUM,4,3
04747,20030520_22:06:39,ENG16,4,2,40577,m.a,919529gcv,4,2,52006,f.a,no_BPHNUM,4,2
04748,20030520_22:08:01,ENG16,4,4,53354,m.a,718982onf,4,3,99967,m.a,626582gpx,4,2
04749,20030520_22:08:34,ENG16,4,4,10411,f.a,301292mei,4,2,41945,m.a,817905jky,4,1
04750,20030520_22:09:50,ENG16,4,4,87362,m.a,417483yof,4,1,80452,f.a,580933ros,4,2
04751,20030520_22:11:59,ENG16,4,4,53137,m.o,832689wrx,4,1,51558,m.a,323650nph,4,3
04752,20030520_22:12:11,ENG16,4,4,69279,m.a,208326flp,3,3,22595,m.a,336349chf,2,3
04753,20030520_22:16:06,ENG16,2.5,4,60509,m.a,no_APHNUM,4,1,89557,f.a,412242xbk,4,3
04754,20030520_23:08:08,ENG16,4,3.5,64107,m.a,no_APHNUM,4,2,93287,f.a,no_BPHNUM,4,1
04755,20030520_23:08:17,ENG16,4,4,71083,m.a,323663vmx,4,3,46537,m.a,718401ndn,4,2
04756,20030520_23:11:10,ENG16,4,4,45985,f.a,903834chm,4,2,80782,m.a,770441uqn,4,2
04757,20030521_01:07:54,ENG16,4,4,31390,m.a,714952mqp,3,3,74783,m.a,415643shx,4,3
04758,20030521_01:08:07,ENG16,4,4,69166,m.a,626792jqj,4,3,95789,m.a,310979yid,4,2
04759,20030521_01:09:46,ENG16,4,4,91719,m.a,323461bih,4,2,66749,f.a,323969opm,4,2
04760,20030521_02:07:37,ENG16,3,4,65761,m.a,909881qqo,2,2,76453,f.a,916481njm,4,2
04761,20030521_12:38:17,ENG17,4,4,31950,m.a,no_APHNUM,4,2,29844,m.a,941351qlw,4,2
04762,20030521_14:00:07,ENG17,4,4,59254,m.a,310451qkb,4,3,66862,f.a,no_BPHNUM,4,3
04763,20030521_14:07:12,ENG17,4,4,79474,m.a,212905vei,4,3,33557,f.a,no_BPHNUM,4,2
04764,20030521_14:08:32,ENG17,4,4,24241,m.a,212865xhi,4,2,93452,m.a,212927pbv,4,2
04765,20030521_14:10:59,ENG17,4,3.5,14888,m.a,813258hbp,4,2,28053,m.a,703516rrq,4,2
04766,20030521_14:12:13,ENG17,4,4,55546,m.a,678525ndm,4,1,19080,m.a,301497fso,4,2
04767,20030521_14:14:20,ENG17,4,4,69724,m.a,212573ums,1,3,69521,f.a,512454xot,4,2
04768,20030521_14:16:49,ENG17,4,4,65684,m.a,718339sik,4,3,58782,f.a,310695uod,4,3
04769,20030521_14:24:38,ENG17,4,4,69732,m.a,215473uhu,4,3,54035,f.a,215476vew,4,3
04770,20030521_14:27:34,ENG17,4,3.5,5074,m.a,518437qbl,4,3,94770,f.a,215528bnm,4,2
04771,20030521_14:29:36,ENG17,4,4,9240,m.a,561417gik,4,3,17165,f.a,662647blx,4,3
04772,20030521_14:32:06,ENG17,4,4,70666,m.a,610416trc,4,1,39025,m.a,215464orb,4,3
04773,20030521_15:07:48,ENG17,4,4,80035,m.a,402464ocu,2,2,62294,m.a,479524obw,4,2
04774,20030521_15:11:15,ENG17,4,4,74234,m.a,306789hnd,4,2,13562,f.a,516606dhi,2,1
04775,20030521_15:12:56,ENG17,2,4,81466,m.a,256623ppn,4,2,50042,m.a,502420fno,2,3
04776,20030521_16:07:16,ENG17,4,4,89027,m.a,303920pfq,1,3,81106,m.a,305338drf,4,1
04777,20030521_17:07:41,ENG17,4,4,44392,m.a,213840emn,4,1,53434,m.a,818227prk,4,3
04778,20030521_17:12:04,ENG17,4,4,30085,m.a,310392rrs,4,3,13985,f.a,no_BPHNUM,4,3
04779,20030521_17:13:02,ENG17,4,4,82847,m.a,818754kcm,2,2,59564,m.a,718287epi,4,3
04780,20030521_17:19:20,ENG17,4,4,52723,m.a,267210ndo,4,1,70479,f.o,305259dnq,4,2
04781,20030521_17:21:16,ENG17,4,4,2006,m.a,206935ier,2,2,11606,f.a,570386win,4,2
04782,20030521_17:23:49,ENG17,4,4,42176,m.a,805492bjy,4,3,4721,m.a,415867rpx,4,1
04783,20030521_17:49:33,ENG17,4,4,95935,m.a,801356tqc,4,2,83061,f.a,210521hjo,4,2
04784,20030521_17:51:12,ENG17,4,3.5,22444,m.a,213989lec,4,3,35768,f.a,724483obq,4,2
04785,20030521_18:11:36,ENG17,4,4,25032,m.a,860742hmb,4,2,78175,m.a,740989nbt,1,2
04786,20030521_18:14:47,ENG17,4,4,6634,m.a,212247qkr,4,2,60147,f.a,212975ljb,4,3
04787,20030521_18:48:52,ENG17,4,4,63607,m.a,978851chs,4,2,10928,m.a,no_BPHNUM,2,2
04788,20030521_18:56:43,ENG17,4,4,12263,m.a,510541ffu,,1,89672,m.a,352373inx,,
04789,20030521_19:07:14,ENG17,4,4,24584,m.a,503975cnc,2,1,26394,m.a,215546ply,4,2
04790,20030521_19:08:32,ENG17,4,3.5,97687,m.a,847698ogr,4,2,67538,m.a,570204nqj,4,1
04791,20030521_19:09:10,ENG17,4,3.5,41994,m.a,404313jck,4,1,89755,f.a,916780vgt,4,2
04792,20030521_19:11:14,ENG17,4,4,39393,m.a,202635vfv,4,3,15701,f.a,401942pgo,4,3
04793,20030521_19:14:16,ENG17,4,3.5,27135,m.o,718859big,4,3,2389,m.a,937438ces,4,2
04794,20030521_19:17:17,ENG17,4,4,25441,m.a,818501qps,4,3,52179,m.a,718932cgh,4,2
04795,20030521_20:08:34,ENG17,4,4,53269,m.a,310453oib,4,2,73396,m.a,215862peu,4,2
04796,20030521_20:10:14,ENG17,4,4,92845,m.a,917653ldx,2,1,29530,f.a,212477ogc,4,2
04797,20030521_20:11:13,ENG17,4,4,33812,m.a,301649lct,4,2,90889,f.a,760949mgx,4,2
04798,20030521_20:17:25,ENG17,4,4,4867,m.a,540667eht,3,3,87220,f.a,no_BPHNUM,4,2
04799,20030521_20:21:37,ENG17,4,4,7108,m.a,917304fos,4,1,3801,m.a,619468uqq,4,2
04800,20030521_20:32:16,ENG17,4,4,64107,m.a,208939ncv,4,2,82507,f.a,480218vbr,4,2
04801,20030521_20:53:07,ENG17,4,4,17525,m.a,919466moi,1,3,76459,f.a,no_BPHNUM,4,3
04802,20030521_21:09:08,ENG17,4,2.5,58444,m.a,718680nfr,4,2,70347,m.o,805901xkh,2,1
04803,20030521_21:09:50,ENG17,4,4,54582,m.a,917282qrr,2,1,99692,m.a,215462ube,4,3
04804,20030521_21:10:21,ENG17,4,3,51629,m.a,973632wpw,4,1,54310,m.a,510393pfe,4,1
04805,20030521_21:12:41,ENG17,4,4,42717,m.a,718892snw,4,3,82507,f.a,no_BPHNUM,4,2
04806,20030521_21:15:32,ENG17,4,4,81510,m.a,510569xfe,4,3,85964,f.a,no_BPHNUM,4,2
04807,20030521_21:19:58,ENG17,4,4,9932,m.a,316650vkh,4,1,86972,f.a,785765mho,4,2
04808,20030521_22:07:26,ENG17,4,4,21878,m.a,610278cei,4,2,37960,f.a,215694glj,4,1
04809,20030521_22:07:41,ENG17,4,4,31950,m.a,801356tqc,4,2,15814,f.a,503463oru,4,3
04810,20030521_22:08:45,ENG17,4,4,40410,m.a,801623ies,4,1,40797,m.a,316288okh,4,1
04811,20030521_22:11:37,ENG17,4,3.5,47845,m.a,213747iqs,4,2,78675,m.o,832549pld,4,1
04812,20030521_22:13:42,ENG17,4,3,12919,m.a,502955xnj,2,2,53354,m.a,718982onf,4,3
04813,20030521_22:26:18,ENG17,4,4,48454,m.a,253630slg,4,3,7516,m.a,215820qrv,4,1
04814,20030521_22:27:47,ENG17,4,4,99967,m.a,626582gpx,4,2,32810,m.a,215232imu,4,2
04815,20030521_22:52:22,ENG17,4,4,19080,m.a,301497fso,4,2,26454,f.a,404758ypj,4,3
04816,20030521_23:08:51,ENG17,4,4,46537,m.a,718401ndn,3,2,45985,f.a,903834chm,4,2
04817,20030521_23:09:37,ENG17,4,4,12263,m.a,510541ffu,2,1,64777,m.o,512481sbh,3,3
04818,20030522_01:25:17,ENG17,4,3,21252,m.a,619944hfw,4,1,44392,m.a,213840emn,1,1
04819,20030522_02:07:50,ENG17,4,4,34960,m.a,310450xlh,4,3,40228,m.a,510595eee,4,3
04820,20030522_08:49:59,ENG18,4,4,78370,m.a,718220dmn,4,3,24202,f.a,no_BPHNUM,4,2
04821,20030522_11:45:25,ENG18,4,4,78370,m.a,718292sch,4,3,65211,f.a,660748hgk,4,3
04822,20030522_14:11:16,ENG18,4,4,81106,m.a,305338drf,4,1,29844,m.a,941351qlw,4,2
04823,20030522_14:12:50,ENG18,4,3.5,93056,m.a,860446ojj,4,3,14888,m.a,813258hbp,4,2
04824,20030522_14:12:53,ENG18,4,4,47845,m.a,213747iqs,4,2,53176,f.a,518398dku,4,3
04825,20030522_14:14:49,ENG18,4,4,69724,m.a,212573ums,1,3,84693,m.a,212686npl,4,3
04826,20030522_14:24:41,ENG18,4,4,69732,m.a,215473uhu,4,3,56697,f.o,781839rds,4,3
04827,20030522_14:26:01,ENG18,4,4,28053,m.a,703516rrq,4,2,46999,m.a,772545qgk,4,2
04828,20030522_14:28:20,ENG18,4,4,88977,m.a,856881ypt,4,2,45502,f.a,401738prh,4,2
04829,20030522_15:07:28,ENG18,4,4,89757,m.a,816522jmn,4,1,72646,m.a,no_BPHNUM,4,2
04830,20030522_15:09:58,ENG18,4,4,37696,m.a,214828wnx,1,3,23463,f.a,250755jey,4,2
04831,20030522_16:07:28,ENG18,4,4,33258,m.a,617873lkf,4,3,19549,m.a,586634dgv,4,1
04832,20030522_16:35:41,ENG18,4,4,57175,m.a,480820ucg,4,2,82171,f.a,812482tnk,1,2
04833,20030522_17:07:43,ENG18,4,3.5,97550,m.a,310393nrc,4,2,17165,f.a,662647blx,4,2
04834,20030522_17:10:51,ENG18,4,4,65423,m.a,972432xgp,4,3,85173,m.a,404206hie,3,3
04835,20030522_17:11:03,ENG18,4,4,30085,m.a,310392rrs,4,3,10010,m.a,202635vfv,4,3
04836,20030522_17:12:11,ENG18,4,4,89818,m.a,310318ekl,3,3,92007,m.a,919530gol,1,1
04837,20030522_17:18:28,ENG18,4,4,14400,m.a,610583ogw,4,3,13985,f.a,718346fcv,4,3
04838,20030522_17:24:20,ENG18,4,4,84240,m.a,267253wfk,4,1,22469,f.a,615279xbl,4,2
04839,20030522_18:07:46,ENG18,4,4,65242,m.a,203373unn,4,2,58663,f.a,814235qqp,4,3
04840,20030522_18:09:10,ENG18,4,4,76398,m.a,609926fdh,4,3,50676,f.a,212989vpg,4,2
04841,20030522_18:11:02,ENG18,4,4,47139,m.a,202544vlx,4,3,21368,f.o,no_BPHNUM,4,3
04842,20030522_18:54:44,ENG18,2,4,48905,m.a,414347yrk,,,91999,f.a,301292mei,,
04843,20030522_19:07:20,ENG18,4,4,16358,m.a,480218vbr,4,2,90875,m.a,212923gid,4,3
04844,20030522_19:07:55,ENG18,4,4,17731,m.a,770424mqk,4,1,26394,m.a,215546ply,4,2
04845,20030522_19:08:04,ENG18,4,4,85231,m.a,212242inm,4,2,16223,m.a,901359ngl,4,1
04846,20030522_19:11:18,ENG18,4,4,77192,m.a,773491nqb,4,1,66766,m.a,516380vhe,4,1
04847,20030522_19:13:07,ENG18,4,4,91073,m.a,718349khw,4,2,10411,m.a,301292mei,4,2
04848,20030522_19:37:24,ENG18,4,4,44392,m.a,213840emn,4,1,50490,f.a,no_BPHNUM,4,2
04849,20030522_20:07:27,ENG18,4,3.5,24930,m.a,646256pli,4,1,45288,f.a,no_BPHNUM,4,2
04850,20030522_20:08:28,ENG18,4,4,97687,m.a,847698ogr,4,3,35449,m.a,906228lrg,4,2
04851,20030522_20:11:49,ENG18,4,4,72317,m.a,215668upg,4,1,54250,m.a,215830mbo,4,2
04852,20030522_20:26:01,ENG18,4,3,89205,m.a,805492bjy,4,3,95198,f.a,937748gdm,4,3
04853,20030522_21:01:38,ENG18,4,3.5,12414,m.a,847549qpp,4,2,76519,f.a,773677kmp,4,1
04854,20030522_21:07:25,ENG18,4,4,79966,m.a,310430slm,3,1,98953,m.a,415391tlu,1,3
04855,20030522_21:09:56,ENG18,4,4,56098,m.a,360676yqd,4,2,51506,m.o,931484mif,4,3
04856,20030522_21:12:21,ENG18,4,4,35872,m.a,415472yih,4,3,79749,f.a,no_BPHNUM,4,3
04857,20030522_21:17:34,ENG18,4,4,70932,m.a,618654bjq,4,2,54035,f.a,no_BPHNUM,4,2
04858,20030522_22:11:13,ENG18,4,4,84649,m.a,209765phs,4,1,99967,m.a,626582gpx,2,2
04859,20030522_22:13:12,ENG18,4,4,40410,m.a,801623ies,4,1,5571,m.a,631838hpt,3,1
04860,20030522_22:14:35,ENG18,4,4,13468,m.a,773685omu,4,1,47504,f.a,no_BPHNUM,4,2
04861,20030522_23:08:11,ENG18,3.5,3.5,50723,m.o,818890hcx,4,1,93248,m.a,281413krm,1,1
04862,20030522_23:23:56,ENG18,4,4,77192,m.a,773491nqb,4,1,63396,f.a,407207pdl,4,2
04863,20030523_00:07:59,ENG18,4,4,97624,m.a,323229jko,4,1,64107,m.a,208939ncv,4,2
04864,20030523_01:08:51,ENG18,4,3,53288,m.a,310991jgh,4,1,76313,f.a,510541phu,4,1
04865,20030523_14:07:50,ENG19,4,3,34996,m.a,917334cgm,4,1,91499,f.a,no_BPHNUM,4,3
04866,20030523_14:09:51,ENG19,4,4,47139,m.a,202544vlx,4,3,24241,m.a,212865xhi,4,2
04867,20030523_14:11:25,ENG19,4,4,69361,m.a,703383trt,4,2,29844,m.a,941351qlw,4,3
04868,20030523_14:13:41,ENG19,4,4,47845,m.a,213747iqs,4,2,62066,m.a,617489xbt,4,2
04869,20030523_14:21:49,ENG19,4,4,2124,m.a,610948pbk,2,3,54601,m.a,410328ufn,4,3
04870,20030523_15:07:33,ENG19,4,4,42654,m.a,401331ujn,4,3,87379,f.a,no_BPHNUM,4,3
04871,20030523_15:08:46,ENG19,4,4,86151,m.a,402464ocu,4,2,53434,m.a,818227prk,4,2
04872,20030523_15:37:38,ENG19,4,3,23947,m.a,215528bnm,4,3,53176,f.a,518398dku,4,3
04873,20030523_16:11:03,ENG19,4,4,96289,m.a,801607hdg,4,2,96047,f.a,952882pqd,4,2
04874,20030523_16:58:07,ENG19,4,4,28303,m.a,no_APHNUM,,,18583,m.a,no_BPHNUM,,
04875,20030523_17:09:09,ENG19,4,4,80900,m.a,818516nro,4,1,39141,f.a,no_BPHNUM,4,3
04876,20030523_17:11:19,ENG19,4,3.5,37097,m.a,202256ghv,4,1,97550,m.a,310393nrc,4,2
04877,20030523_17:14:34,ENG19,4,4,15449,m.o,818882gpi,4,2,81106,m.a,305338drf,4,1
04878,20030523_17:16:26,ENG19,4,4,82847,m.a,818754kcm,2,2,53434,m.a,no_BPHNUM,4,3
04879,20030523_17:17:46,ENG19,4,4,70130,m.a,615506brj,4,1,82507,f.a,480218vbr,4,2
04880,20030523_17:23:12,ENG19,4,4,36460,m.a,425707pmf,4,3,52154,f.a,864859kij,4,2
04881,20030523_18:07:41,ENG19,4,2.5,46076,m.a,803957qmk,4,2,42027,m.a,318640nhn,4,2
04882,20030523_18:10:46,ENG19,4,4,65242,m.a,203373unn,4,2,36595,f.a,no_BPHNUM,4,3
04883,20030523_18:13:13,ENG19,4,4,63132,m.a,303941gjc,4,1,61863,f.o,no_BPHNUM,4,3
04884,20030523_18:20:06,ENG19,4,4,30041,m.a,302388fft,2,1,66313,f.a,505899tch,4,2
04885,20030523_18:24:26,ENG19,4,4,47139,m.a,202544vlx,4,3,51341,f.a,631422mhc,4,2
04886,20030523_19:03:54,ENG19,4,4,74388,m.a,no_APHNUM,2,2,50676,f.a,212989vpg,4,2
04887,20030523_19:09:16,ENG19,4,4,39393,m.a,202635vfv,4,3,16358,m.a,480218vbr,4,2
04888,20030523_19:14:50,ENG19,4,4,38512,m.a,217759inp,4,2,84240,m.a,no_BPHNUM,4,1
04889,20030523_19:15:32,ENG19,4,4,8602,m.a,267456dit,4,1,1409,m.a,863291dmw,4,2
04890,20030523_20:07:38,ENG19,4,4,35449,m.a,906228lrg,4,2,91359,f.a,no_BPHNUM,4,3
04891,20030523_20:09:33,ENG19,2,4,42662,m.a,718461nho,4,2,90507,m.a,360254sdw,4,2
04892,20030523_21:08:53,ENG19,4,4,51506,m.o,931484mif,3,3,98953,m.a,415391tlu,4,3
04893,20030523_22:07:35,ENG19,4,3.5,19882,m.a,574532gsg,1,1,89615,f.a,212222fgi,4,2
04894,20030523_22:10:01,ENG19,4,3.5,90400,m.a,832563qol,4,1,53354,m.a,718982onf,4,3
04895,20030523_22:11:51,ENG19,4,4,97451,m.a,302235wkg,4,3,70770,m.a,508864flv,4,1
04896,20030523_22:14:53,ENG19,4,4,13468,m.a,773685omu,4,2,62555,f.a,501565ggx,4,3
04897,20030523_23:08:59,ENG19,4,4,48493,m.a,765457sbk,4,3,10711,m.a,702433wbs,4,3
04898,20030523_23:37:27,ENG19,4,4,51531,m.a,no_APHNUM,4,2,70334,f.a,no_BPHNUM,2,2
04899,20030524_14:08:46,ENG20,4,4,77486,m.a,814336ueh,4,2,71457,m.o,347623kdt,2,1
04900,20030524_14:11:54,ENG20,4,4,24241,m.a,212865xhi,4,2,10010,m.a,202635vfv,4,3
04901,20030524_14:13:05,ENG20,4,4,11521,m.a,757890orx,4,2,95229,m.a,773454hmy,4,1
04902,20030524_14:13:42,ENG20,4,4,19865,m.a,617281udq,3,1,1771,m.a,617780esh,4,1
04903,20030524_14:13:53,ENG20,4,4,13960,m.a,917415emi,4,1,30887,m.o,914316nmn,2,1
04904,20030524_15:00:21,ENG20,4,4,73610,m.a,818701krl,4,2,17050,f.a,401941dhc,4,2
04905,20030524_15:08:04,ENG20,4,4,80035,m.a,402464ocu,4,2,81273,f.a,410924ybj,4,1
04906,20030524_15:09:00,ENG20,4,4,81858,m.a,262255hbu,4,3,38748,f.a,917805ykl,2,1
04907,20030524_16:12:07,ENG20,4,3,95935,m.a,801356tqc,4,2,74555,f.a,no_BPHNUM,1,3
04908,20030524_16:50:58,ENG20,4,4,70347,m.a,805901xkh,2,1,40311,f.a,no_BPHNUM,4,2
04909,20030524_17:10:50,ENG20,4,4,51531,m.a,818346ign,4,3,49215,m.a,415412hjb,3,1
04910,20030524_17:12:04,ENG20,4,4,39119,m.a,818633lgn,4,1,66112,m.a,949283hmb,1,1
04911,20030524_18:19:12,ENG20,4,4,10530,m.a,917805wif,4,1,73451,f.a,914316tmj,4,2
04912,20030524_19:07:05,ENG20,4,4,60699,m.o,561697yfu,3,2,58782,f.a,no_BPHNUM,4,2
04913,20030524_19:08:41,ENG20,4,4,28338,m.a,843450khn,4,1,82040,m.a,817706hoe,4,1
04914,20030524_20:10:27,ENG20,4,4,32071,m.a,214473tqd,4,2,41945,m.a,817905jky,4,1
04915,20030524_21:07:02,ENG20,4,4,70501,m.a,626215ujc,4,1,65898,m.a,757484unc,4,3
04916,20030524_21:08:38,ENG20,4,4,98953,m.a,415391tlu,4,3,33021,m.a,678984ogo,4,1
04917,20030524_21:11:12,ENG20,4,2.5,11908,m.a,502314blm,4,1,22304,f.a,860646hee,4,2
04918,20030524_22:07:55,ENG20,4,4,66002,m.a,734904kes,2,1,40797,m.a,316288okh,4,1
04919,20030524_22:08:52,ENG20,4,3,19673,m.a,919528hfc,4,2,87362,m.a,417483yof,4,1
04920,20030524_22:40:38,ENG20,4,4,47828,m.a,no_APHNUM,4,3,90875,m.a,no_BPHNUM,4,3
04921,20030524_23:05:05,ENG20,4,4,65945,m.a,no_APHNUM,4,2,92045,f.a,818752skk,4,3
04922,20030525_14:08:56,ENG21,4,4,69861,m.a,202248jpv,2,3,93452,m.a,212927pbv,4,2
